Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B4984,Diep River No. 1,Bridge,Bridge,11/22/2019,TR01101,10.88,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 103. Clean concrete surface,BU,100.00,160.00,m2,16000.00,3,4,1,6.00,3
B4984,Diep River No. 1,Bridge,Bridge,11/22/2019,TR01101,10.88,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),BU,4.00,4060.00,No,16240.00,3,4,4,25.00,1
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),BU,4.00,4060.00,No,16240.00,3,4,4,25.00,1
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,BU,20.00,2430.00,m,48600.00,3,4,4,8.00,3
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,20.00,790.00,m,15800.00,3,4,1,6.00,3
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S9,1.00,790.00,L,790.00,3,4,1,127.00,1
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,10.00,1010.00,m,10100.00,3,4,1,10.00,3
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20.00,3280.00,No,65600.00,3,4,4,6.00,3
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,50.00,160.00,m2,8000.00,2,4,1,12.00,2
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,08. Surfacing, 502. Resurface or patch,U2,5.00,790.00,m2,3950.00,3,4,4,101.00,1
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 103. Clean concrete surface,BU,50.00,160.00,m2,8000.00,2,4,1,12.00,2
B4984A,Diep River No.2,Bridge,Bridge,11/22/2019,TR01101,10.89,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,600.00,160.00,m2,96000.00,3,4,1,1.00,3
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,11. Parapet, 1308. Repair spalled/damaged concrete  (m3),"S1,S2",0.06,193090.00,m3,11585.40,2,4,1,9.00,3
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,03. Waterway, 1267. Repair scour/erosion damage  (m3),S1,3.00,1290.00,m3,3870.00,2,4,4,103.00,1
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,17. Expansion Joints, 1220. Replace sealant  (m),AL,40.00,770.00,m,30800.00,2,4,0,0.00,3
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,14. Piers & Columns, 1108. Clean concrete surface  (m2),AP,36.00,260.00,m2,9360.00,1,1,1,11.00,2
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,14. Piers & Columns, 1103. Repair concrete surface erosion  (m2),AP,8.00,140.00,m2,1120.00,2,4,1,89.00,1
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,14. Piers & Columns, 1104. Repair spalled concrete  (m3),P1,1.00,390.00,m3,390.00,2,4,1,256.00,1
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,08. Surfacing, 1288. Seal cracks in asphalt  (m),BA,40.00,140.00,m,5600.00,1,1,1,18.00,2
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,07. Wing/ Retaining Walls, 1101. Apply protective coating  (m2),SA,4.00,115850.00,m2,463400.00,2,4,1,0.00,3
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",BA,6.00,2580.00,m,15480.00,2,4,1,6.00,3
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",BA,15.00,2580.00,m,38700.00,2,4,4,10.00,2
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,03. Waterway, 1161. Remove debris/vegetation  (m3),AS,30.00,390.00,m3,11700.00,1,1,4,34.00,1
B4985,SALT RIVER,Bridge,Bridge,1/6/2004,TR01101,31.08,,,,6/30/2022,14. Piers & Columns," 1107. Seal, repair cracks > 0.3mm  (m)",P2,1.00,2580.00,m,2580.00,2,4,1,39.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,17. Expansion Joints, 1220. Replace sealant  (m),AP/BA,100.00,770.00,m,77000.00,2,4,1,1.00,3
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,09. Superstructure Drainage, 1292. Repair inlets/outlets  (no),AS,10.00,260.00,no,2600.00,1,1,1,38.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,08. Surfacing, 1286. Resurface/patch deck  (m2),AS,20.00,1040.00,m2,20800.00,1,1,1,5.00,3
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",BA,5.00,2580.00,m,0.00,0,0,1,9999999.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,14. Piers & Columns," 1107. Seal, repair cracks > 0.3mm  (m)",AP,20.00,2580.00,m,51600.00,2,4,1,2.00,3
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,07. Wing/ Retaining Walls, 1104. Repair spalled concrete  (m3),BA,1.00,390.00,m3,390.00,2,4,1,256.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,14. Piers & Columns, 1103. Repair concrete surface erosion  (m2),AP,30.00,140.00,m2,0.00,0,0,1,9999999.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,14. Piers & Columns, 1101. Apply protective coating  (m2),AP,20.00,115850.00,m2,0.00,0,0,1,9999999.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,02. Guardrail, 1272. Replace rails  (m),NA,3.00,260.00,m,780.00,1,1,1,128.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",BA,10.00,2580.00,m,0.00,0,0,1,9999999.00,1
B4986,GREEN RIVER,Bridge,Bridge,7/12/2001,TR01101,36.54,,,,6/30/2022,02. Guardrail, 1280. Add posts  (no),BA,12.00,660.00,no,7920.00,1,1,1,13.00,2
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",BA,15.00,2580.00,m,38700.00,2,4,1,3.00,3
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,11. Parapet, 1106. Repair inadequate cover  (m2),S1,1.00,7730.00,m2,7730.00,2,4,1,13.00,2
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,11. Parapet, 1301. Reconstruct NJ parapet  (m),S1,14.00,3870.00,m,54180.00,3,4,1,2.00,3
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,08. Surfacing, 1287. Resurface/patch approach  (m2),BA,100.00,770.00,m2,77000.00,1,1,1,1.00,3
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,07. Wing/ Retaining Walls, 1101. Apply protective coating  (m2),BA,60.00,115850.00,m2,6951000.00,2,4,1,0.00,3
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",BA,20.00,2580.00,m,51600.00,2,4,1,2.00,3
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,02. Guardrail, 1280. Add posts  (no),BA,12.00,660.00,no,7920.00,1,1,1,13.00,2
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,02. Guardrail, 1277. Attach rails to end blocks  (no),BA,4.00,660.00,no,2640.00,1,1,1,38.00,1
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,02. Guardrail, 1269. Re-align guardrails  (m),NA,12.00,140.00,m,1680.00,1,1,1,60.00,1
B4987,ROAD OVER RAIL AT KALBASKRAAL,Bridge,Bridge,7/13/2001,TR01101,37.65,,,,6/30/2022,07. Wing/ Retaining Walls, 1178. Reconstruct wall  (m3),NA,2.00,12880.00,m3,0.00,0,0,1,9999999.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,17. Expansion Joints, 1220. Replace sealant  (m),P1,2.00,770.00,m,0.00,0,0,1,9999999.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,05. Abutment Foundations, 1102. Repair scour/erosion undermining  (m3),NA,5.00,15460.00,m3,77300.00,3,4,1,1.00,3
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,14. Piers & Columns, 1105. Repair honeycombed concrete  (m3),P1,0.50,3870.00,m3,1935.00,2,4,1,52.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,02. Guardrail, 1272. Replace rails  (m),NA,4.00,260.00,m,1040.00,1,1,1,96.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,02. Guardrail, 1269. Re-align guardrails  (m),SA,30.00,140.00,m,4200.00,1,1,1,24.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,09. Superstructure Drainage, 1296. Extend outlet pipes below deck soffitt  (no),S2,1.00,390.00,no,390.00,2,4,1,256.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,09. Superstructure Drainage, 1292. Repair inlets/outlets  (no),AS,1.00,260.00,no,260.00,1,1,1,385.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,06. Abutments, 1101. Apply protective coating  (m2),NA,10.00,115850.00,m2,0.00,0,0,1,9999999.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,10. Kerbs / Sidewalks," 1107. Seal, repair cracks > 0.3mm  (m)",AS,10.00,2580.00,m,0.00,0,0,1,9999999.00,1
B4988,DIEP RIVER TRIBUTARY,Bridge,Bridge,7/13/2001,TR01101,49.35,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",SA,3.00,2580.00,m,0.00,0,0,1,9999999.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,02. Guardrail, 1280. Add posts  (no),BA,12.00,660.00,no,7920.00,1,1,1,13.00,2
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,20. Decks and Slabs," 1235. Seal, repair cracks > 0,3 mm  (m)",S1,6.00,2580.00,m,0.00,0,0,1,9999999.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,11. Parapet, 1101. Apply protective coating  (m2),S1,20.00,115850.00,m2,0.00,0,0,1,9999999.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,11. Parapet, 1300. Reconstruct parapet  (m3),S1,3.00,10300.00,m3,30900.00,3,4,1,3.00,3
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,08. Surfacing, 1246. Remove sand/debris/vegetation  (m3),S1,1.00,390.00,m3,390.00,1,1,1,256.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",BA,10.00,2580.00,m,0.00,0,0,1,9999999.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,02. Guardrail, 1277. Attach rails to end blocks  (no),BA,2.00,660.00,no,1320.00,1,1,1,76.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,02. Guardrail, 1271. Repair rails  (m),NA,4.00,140.00,m,560.00,1,1,1,179.00,1
B4989,ROAD OVER RAIL AT MALMESBURY,Bridge,Bridge,7/13/2001,TR01101,49.77,,,,6/30/2022,08. Surfacing, 1287. Resurface/patch approach  (m2),BA,40.00,770.00,m2,30800.00,1,1,1,3.00,3
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,03. Waterway, 209. Clear siltation,S1,10.00,670.00,m3,6700.00,1,1,1,15.00,2
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,07. Wing/ Retaining Walls, 156. Gabion (mattresses and boxes),U1,5.00,3280.00,m3,16400.00,1,1,1,6.00,3
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,10. Kerbs / Sidewalks, 357. Replace kerbs or berms,U1,5.00,1010.00,m,5050.00,1,1,1,20.00,2
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,20.00,1010.00,m,20200.00,1,1,1,5.00,3
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,2.00,3280.00,No,0.00,0,0,1,9999999.00,1
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,20.00,6540.00,m,130800.00,2,4,4,3.00,3
B5003,ELANDS RIVER,Bridge,Bridge,11/1/2019,TR03002,0.40,Theewaterskloof,Paarl,Overberg,6/30/2022,03. Waterway, 152. Backfill scour damage (mass concrete),S1,5.00,8090.00,m3,40450.00,2,4,1,2.00,3
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,3.00,790.00,m,2370.00,3,4,4,169.00,1
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1.00,146090.00,LS,146090.00,3,4,4,3.00,3
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 125. Waterproofing of top surface,AS,556.00,1660.00,m2,922960.00,3,4,4,0.00,3
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,AS,158.00,510.00,m2,80580.00,3,4,4,5.00,3
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12.00,360.00,No,4320.00,3,4,4,93.00,1
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 654. Access-using scaffold (< 10 m),BU,1.00,4910.00,No,4910.00,3,4,9,183.00,1
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 122. Stabilise wall with ground/rock anchors,BU,84.00,8090.00,m2,679560.00,2,4,9,1.00,3
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,BU,100.00,790.00,m,79000.00,3,4,9,11.00,2
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 101. Apply protective coating,BU,168.00,510.00,m2,85680.00,3,4,9,11.00,2
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,AP,6.00,790.00,m3,4740.00,2,4,4,84.00,1
B5006,HOLSLOOT RIVER,Bridge,Bridge,11/7/2019,MR00298+,13.51,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",54.80,6540.00,m,358392.00,3,4,9,3.00,3
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,13. Pier Foundations, 1102. Repair scour/erosion undermining  (m3),P5-8,30.00,15460.00,m3,463800.00,2,4,9,2.00,3
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs," 1235. Seal, repair cracks > 0,3 mm  (m)",AS,30.00,2580.00,m,77400.00,2,4,4,5.00,3
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,08. Surfacing, 1286. Resurface/patch deck  (m2),S8,2.00,1040.00,m2,2080.00,1,1,1,48.00,1
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 1104. Repair spalled concrete  (m3),NA,1.00,390.00,m3,390.00,2,4,1,256.00,1
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 1246. Remove sand/debris/vegetation  (m3),S8,0.50,390.00,m3,195.00,1,1,4,2051.00,1
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,01. Approach Embankment, 1267. Repair scour/erosion damage  (m3),SA,10.00,1290.00,m3,12900.00,2,4,4,31.00,1
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,14. Piers & Columns, 1104. Repair spalled concrete  (m3),AP,5.00,390.00,m3,1950.00,2,4,1,51.00,1
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,11. Parapet, 1305. Replace steel/aluminium handrails  (m),AS,420.00,3870.00,m,1625400.00,2,4,9,1.00,3
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,11. Parapet, 1304. Reconstruct concrete rails  (m),AS,40.00,1940.00,m,77600.00,2,4,9,12.00,2
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 1291. Clear inlets/outlets  (no),AS,3.00,140.00,no,420.00,1,1,1,238.00,1
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 1220. Replace sealant  (m),AP,231.00,770.00,m,177870.00,2,4,4,2.00,3
B5007,TOUW RIVER,Bridge,Bridge,1/17/2003,TR08301,54.00,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 1104. Repair spalled concrete  (m3),S4,0.50,390.00,m3,195.00,2,4,4,2051.00,1
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),AS,200.00,1140.00,No,228000.00,2,4,4,2.00,3
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 125. Waterproofing of top surface,AS,1380.00,1660.00,m2,2290800.00,2,4,4,0.00,3
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 120. Seal cracks,S6,1.00,790.00,m,790.00,3,4,4,506.00,1
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",112.00,6540.00,m,732480.00,3,4,9,1.00,3
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,10.00,790.00,L,7900.00,2,4,1,13.00,2
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 505. Shape surfacing at scuppers,AS,17.00,790.00,No,13430.00,2,4,4,30.00,1
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,U1,400.00,80.00,m2,32000.00,3,4,4,12.00,2
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,U2,2.00,1010.00,m2,2020.00,2,4,4,198.00,1
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"S3,S4",60.00,1140.00,No,68400.00,3,4,9,13.00,2
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"S3,S4",20.00,1140.00,No,22800.00,3,4,9,39.00,1
B5009,ROAD OVER ROAD/RAIL AT DE WET STASIE,Bridge,Bridge,10/31/2019,DR01400+,21.89,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,"S1,S6",10.00,3280.00,No,32800.00,3,4,4,12.00,2
B5026,ROAD OVER RAIL AT TULBAGH STATION,Bridge,Bridge,11/15/2019,MR00323+,0.39,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),U1,1.00,1140.00,No,1140.00,1,1,1,88.00,1
B5026,ROAD OVER RAIL AT TULBAGH STATION,Bridge,Bridge,11/15/2019,MR00323+,0.39,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,80.00,160.00,m,12800.00,1,1,1,8.00,3
B5026,ROAD OVER RAIL AT TULBAGH STATION,Bridge,Bridge,11/15/2019,MR00323+,0.39,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",55.00,1290.00,m,70950.00,1,1,1,1.00,3
B5026,ROAD OVER RAIL AT TULBAGH STATION,Bridge,Bridge,11/15/2019,MR00323+,0.39,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 103. Clean concrete surface,U1,5.00,160.00,m2,800.00,1,1,1,125.00,1
