Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B5034,HOL RIVER,Bridge,Bridge,11/6/2019,MR00552+,6.71,Matzikama,West Coast,West Coast,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,10,790,m2,7900,2,4,1,13,2
B5034,HOL RIVER,Bridge,Bridge,11/6/2019,MR00552+,6.71,Matzikama,West Coast,West Coast,6/30/2022,03. Waterway, 209. Clear siltation,AS,50,670,m3,33500,3,4,4,12,2
B5034,HOL RIVER,Bridge,Bridge,11/6/2019,MR00552+,6.71,Matzikama,West Coast,West Coast,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,40,1010,m,40400,2,4,9,22,1
B5034,HOL RIVER,Bridge,Bridge,11/6/2019,MR00552+,6.71,Matzikama,West Coast,West Coast,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,250,790,L,0,0,0,1,9999999,1
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S5,2,790,L,0,0,0,4,9999999,1
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,Ceres,West Coast,6/30/2022,13. Pier Foundations, 157. Mass concrete backfill,P1,3,5820,m3,0,0,0,4,9999999,1
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,Ceres,West Coast,6/30/2022,03. Waterway, 207. Clear debris,AS,3,790,m3,2370,1,1,4,169,1
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,Ceres,West Coast,6/30/2022,03. Waterway, 209. Clear siltation,AP,5,670,m3,0,0,0,4,9999999,1
B5043,"OLIFANTSKUIL RIVER
",Bridge,Bridge,12/9/2019,"TR02101
",23.64,Swartland,Ceres,West Coast,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10,360,No,3600,1,1,1,28,1
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,Ceres,West Coast,6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),P2,2,1140,No,2280,1,1,9,395,1
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,Ceres,West Coast,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,15,790,m,11850,1,1,1,8,3
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,Ceres,West Coast,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,360,No,4320,1,1,4,93,1
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,Ceres,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2,790,L,1580,1,1,4,253,1
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,Ceres,West Coast,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,3,790,m,2370,1,1,4,169,1
B5044,Geelkuil River Bridge,Bridge,Bridge,12/9/2019,TR02101+,28.61,Swartland,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,BU,10,790,m,7900,1,1,4,51,1
B5046,Road over Rail Skimmelkrans,Bridge,Bridge,11/8/2019,MR00347,13.82,George,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,30,6540,m,196200,3,4,4,2,3
B5046,Road over Rail Skimmelkrans,Bridge,Bridge,11/8/2019,MR00347,13.82,George,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),BU,1,146090,LS,146090,3,4,4,3,3
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,15,790,L,11850,2,4,1,8,3
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S1,S3,S4",120,790,L,94800,3,4,4,4,3
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",60,360,m,21600,2,4,4,19,2
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6540,m,392400,2,4,4,1,3
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,6,4910,No,29460,3,4,4,14,2
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,15. Bearings, 255. Replace - elastomeric,"BU,AP",25,4910,No,122750,2,4,1,1,3
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,14. Piers & Columns, 120. Seal cracks,P1,3,790,m,2370,3,4,1,42,1
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2,790,m,1580,2,4,1,63,1
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,06. Abutments, 120. Seal cracks,U1,3,790,m,2370,2,4,4,169,1
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,05. Abutment Foundations, 158. Rock backfill,U1,15,2930,m3,43950,2,4,4,9,3
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,10,790,No,7900,1,1,1,13,2
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,03. Waterway, 209. Clear siltation,AS,6,670,m3,4020,1,1,1,25,1
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,6,790,m3,4740,1,1,1,21,1
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,08. Surfacing, 502. Resurface or patch,AS,12,790,m2,9480,3,4,1,11,2
B5090,WAPADSKLOOF RIVER,Bridge,Bridge,11/21/2019,TR08301,52.91,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 108. Cut back reinforcement (tie rods) and make good,AS,6,240,No,1440,3,4,4,278,1
B5104,BRIDGE OVER SALT RIVER,Bridge,Bridge,11/7/2019,TR07701,26.3,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,03. Waterway, 207. Clear debris,P1,80,790,m3,63200,1,1,4,6,3
B5104,BRIDGE OVER SALT RIVER,Bridge,Bridge,11/7/2019,TR07701,26.3,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 102. Apply silanes,AS,10,510,m2,5100,2,4,4,78,1
B5104,BRIDGE OVER SALT RIVER,Bridge,Bridge,11/7/2019,TR07701,26.3,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,1,790,L,790,1,1,1,127,1
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U1,5,790,m,3950,1,1,4,101,1
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,20,790,L,0,0,0,1,9999999,1
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,Ceres,West Coast,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"BU,AP",80,1660,m,0,0,0,4,9999999,1
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,Ceres,West Coast,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,40,360,No,0,0,0,4,9999999,1
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,Ceres,West Coast,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,20,80,m2,1600,1,1,1,62,1
B5105,"BRIDGE OVER MODDER RIVER
",Bridge,Bridge,12/4/2019,TR07701,55.99,Swartland,Ceres,West Coast,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",80,360,m,0,0,0,4,9999999,1
B5106,ROAD OVER RAIL AT LANGEENHEID,Bridge,Bridge,11/15/2019,TR07701,121.52,Saldanha Bay,Ceres,West Coast,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",6,360,m,2160,1,1,1,46,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 103. Clean concrete surface,"S1,S4",200,160,m2,32000,3,4,9,28,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 125. Waterproofing of top surface,AS,1500,1660,m2,2490000,3,4,9,0,3
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,BU,2,670,m3,1340,3,4,1,75,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S1,S4",200,790,m,158000,3,4,9,6,3
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,21. Miscellaneous Items, 554. Corrosion protection to masts,"P1,P3",2,1660,m2,3320,3,4,9,271,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S4,5,790,L,3950,3,4,9,228,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 108. Cut back reinforcement (tie rods) and make good,S4,4,240,No,960,3,4,9,938,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,1500,160,m2,240000,3,4,9,4,3
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,50,360,m,18000,3,4,1,6,3
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,300,160,m2,48000,3,4,4,8,3
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,10,1140,No,11400,3,4,9,79,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 120. Seal cracks,U2,30,790,m,23700,3,4,9,38,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,4,1010,m2,4040,3,4,1,25,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3280,No,13120,3,4,4,30,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 101. Apply protective coating,U2,30,510,m2,15300,3,4,9,59,1
B5109,Parow North interchange no 2,Bridge,Bridge,11/19/2019,TR00901,11.39,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),AP,5,1140,No,0,0,0,1,9999999,1
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),U2,1,1140,No,1140,1,1,0,0,3
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 102. Apply silanes,BU,100,510,m2,51000,2,4,9,18,2
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,06. Abutments, 102. Apply silanes,BU,120,510,m2,61200,2,4,9,15,2
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),U1,1,1140,No,1140,1,1,0,0,2
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S2,20,790,m,0,0,0,0,9999999,1
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6540,m,392400,3,4,9,2,3
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,30,790,m,23700,3,4,9,38,1
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,5,1140,No,5700,1,1,0,0,3
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,11. Parapet, 101. Apply protective coating,S4,20,510,m2,10200,1,1,0,0,3
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,11. Parapet, 101. Apply protective coating,AS,120,510,m2,61200,2,4,0,0,3
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,U2,40,790,m2,31600,1,1,4,13,2
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,15. Bearings, 654. Access-using scaffold (< 10 m),P3,3,4910,No,14730,3,4,9,61,1
B5110,ROAD OVER RAIL NEAR WELLINGTON,Bridge,Bridge,11/21/2019,MR00027,75.1,Drakenstein,Paarl,Cape Winelands,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,200,790,L,158000,2,4,9,6,3
B5111,BREEDE RIVER NO 1,Bridge,Bridge,11/1/2019,TR03002,35.77,Breede Vallei,Paarl,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,500,1010,m2,0,0,0,4,9999999,1
B5111,BREEDE RIVER NO 1,Bridge,Bridge,11/1/2019,TR03002,35.77,Breede Vallei,Paarl,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",60,1290,m,77400,4,4,16,21,1
B5111A,BREEDE RIVER NO 2,Bridge,Bridge,11/1/2019,TR03002,35.55,Breede Vallei,Paarl,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",100,1290,m,129000,4,4,9,7,3
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,6,790,m,4740,1,1,4,84,1
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,"BU,AP",50,3280,m,164000,1,1,4,2,3
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,30,160,m2,4800,1,1,1,21,1
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),"BU,AS",10,790,L,7900,1,1,0,0,3
B5112,SKAAP RIVER AT CASCADE,Bridge,Bridge,11/11/2019,DR01453+,1.42,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,5,790,L,3950,1,1,4,101,1
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6540,m,392400,3,4,9,2,3
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,160,790,m2,126400,1,1,4,3,3
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)","BU,AS",20,790,m2,15800,3,4,4,25,1
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",S4-S6,30,790,m2,23700,3,4,4,17,2
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,100,790,L,79000,3,4,4,5,3
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,300,790,L,237000,3,4,4,2,3
B5119,ROAD OVER RAIL  AT WELLINGTON STATION,Bridge,Bridge,11/22/2019,MR00219,0.1,Drakenstein,Wellington,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P5,300,790,L,237000,3,4,4,2,3
B5132,"BRIDGE OVER DWARS RIVER
",Bridge,Bridge,12/4/2019,TR07701,63.59,Swartland,Ceres,West Coast,6/30/2022,03. Waterway, 209. Clear siltation,AS,40,670,m3,26800,1,1,4,15,2
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,14,360,No,0,0,0,1,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),"S1,S3,S4",120,790,L,0,0,0,4,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,1,1140,No,0,0,0,4,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",70,360,m,0,0,0,1,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",70,6540,m,0,0,0,1,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,6,790,L,0,0,0,4,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,1,790,m3,0,0,0,4,9999999,1
B5133,DROOGE ZEE RIVER,Bridge,Bridge,11/21/2019,TR08301,48.06,Kannaland,Oudtshoorn,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,60,790,m3,0,0,0,1,9999999,1
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 101. Apply protective coating,AP,500,510,m2,255000,2,4,1,0,3
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),S5,1,1140,No,1140,1,1,1,88,1
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,30,360,m,10800,1,1,1,9,3
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 104. Concrete (reinforced),S5,2,12990,m3,25980,4,4,16,62,1
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 953. Ad-hoc item (describe under Remarks),AS,1,1140,No,1140,1,1,1,88,1
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,150,360,No,54000,1,1,4,7,3
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),BU,100,790,L,79000,2,4,1,1,3
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,BU,20,790,m,15800,2,4,1,6,3
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),U2,2,3280,m3,6560,2,4,1,15,2
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,2,670,m3,1340,2,4,1,75,1
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),BU,4,4060,No,16240,3,4,1,6,3
B5135A,BREEDE RIVER,Bridge,Bridge,10/30/2019,MR00282,18.04,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,150,3280,No,492000,2,4,4,1,3
B5137,Rooi Els River,Bridge,Bridge,11/26/2019,TR02701+,38.4,Overstrand,Overberg,Overberg,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,80,1010,m2,80800,3,4,4,5,3
B5137,Rooi Els River,Bridge,Bridge,11/26/2019,TR02701+,38.4,Overstrand,Overberg,Overberg,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,75,790,L,59250,3,4,4,7,3
B5137,Rooi Els River,Bridge,Bridge,11/26/2019,TR02701+,38.4,Overstrand,Overberg,Overberg,6/30/2022,14. Piers & Columns, 101. Apply protective coating,AP,150,510,m2,76500,3,4,9,12,2
B5137,Rooi Els River,Bridge,Bridge,11/26/2019,TR02701+,38.4,Overstrand,Overberg,Overberg,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,6,790,m,4740,3,4,0,0,3
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,280,3280,m,918400,4,4,16,2,3
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S1,2,790,L,0,0,0,1,9999999,1
B5139,BOT RIVER,Bridge,Bridge,11/29/2019,TR02801+,10.7,Overstrand,Paarl,Overberg,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S2,2,790,L,0,0,0,1,9999999,1
